,Product Name,site1,PS CODE,MANU CODE,text body,price,In stock?
57,Touch-Up Paint - White,https://www.partselect.com/PS385132-Whirlpool-72017-Touch-Up-Paint-White.htm?SourceCode=19&SearchTerm=WRX735SDBM00&ModelNum=WRX735SDBM00,PS385132,72017,"Touch-Up Paint - White   (7) PartSelect #: PS385132 Manufacturer #: 72017 This touch-up paint can be used on a wide variety of household appliances. It is most often used on washers, dryer, refrigerators, dishwashers, ranges, freezers, trash compactors, or microwaves. It is... $7.98   In Stock Add to cart",$7.98,No Info
58,Kickplate Grille - Apollo Gray,https://www.partselect.com/PS11756053-Whirlpool-WPW10534155-Kickplate-Grille-Apollo-Gray.htm?SourceCode=19&SearchTerm=WRX735SDBM00&ModelNum=WRX735SDBM00,PS11756053,WPW10534155,Kickplate Grille - Apollo Gray   (24) PartSelect #: PS11756053 Manufacturer #: WPW10534155 This kickplate grille is attached to the bottom of the refrigerator. $79.77   In Stock Add to cart,$79.77,No Info
59,Temperature Sensor,https://www.partselect.com/PS304103-GE-WR55X10025-Temperature-Sensor.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS304103,WR55X10025,"Temperature Sensor   (69) PartSelect #: PS304103 Manufacturer #: WR55X10025 This sensor (Temperature Sensor, Thermistor, Refrigerator Temperature Sensor) sends the temperature reading of the compartment to the control board. If you notice your refrigerator is too warm, too co... $22.74   In Stock Add to cart",$22.74,No Info
60,Defrost Thermostat,https://www.partselect.com/PS1017716-GE-WR50X10068-Defrost-Thermostat.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS1017716,WR50X10068,"Defrost Thermostat   (18) PartSelect #: PS1017716 Manufacturer #: WR50X10068 This defrost termination thermostat (Defrost Limiter Thermostat, High Limit Thermostat, Refrigerator Defrost Bi-Metal Thermostat) acts as a safety device to stop the evaporator coil from overheating, ... $29.16   In Stock Add to cart",$191.89,No Info
61,Ice Maker,https://www.partselect.com/PS1993870-GE-WR30X10093-Ice-Maker.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS1993870,WR30X10093,"Ice Maker   (95) PartSelect #: PS1993870 Manufacturer #: WR30X10093 This 10 by 5 inch ice maker (Electromechanical Icemaker Kit, Ice Maker Assembly) produces ice. This particular model will produce seven crescent shaped cubes every cycle. It is constructed of plastic ... 20% OFF $191.89 $239.86   In Stock Add to cart",$191.89,No Info
62,Refrigerator Crisper Drawer,https://www.partselect.com/PS9493114-GE-WR32X21098-Refrigerator-Crisper-Drawer.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS9493114,WR32X21098,Refrigerator Crisper Drawer   (78) PartSelect #: PS9493114 Manufacturer #: WR32X21098 Also called Vegetable Drawer. It is a compartment located within a refrigerator designed to prolong the freshness of stored produce. Crisper drawers have a different level of humidity from the rest o... 20% OFF $64.57 $80.71   In Stock Add to cart,$64.57,No Info
63,Light Switch,https://www.partselect.com/PS8758429-GE-WR23X10725-Light-Switch.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS8758429,WR23X10725,"Light Switch PartSelect #: PS8758429 Manufacturer #: WR23X10725 The interior light of your refrigerator is controlled by a switch that is activated when the door is opened and closed. If your refrigerator light will not turn on, there could be an issue with the sw...   No Longer Available",No Info,No Info
64,Light Bulb - 40W,https://www.partselect.com/PS217532-GE-40A15-Light-Bulb-40W.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS217532,40A15,"Light Bulb - 40W   (10) PartSelect #: PS217532 Manufacturer #: 40A15 This 40-Watt light bulb is sold individually and is a genuine OEM replacement option for your home appliances. It is specially designed to withstand extreme temperatures, so this bulb is compatible wi... $10.98   In Stock Add to cart",$10.98,No Info
65,Compression Ring,https://www.partselect.com/PS1015726-GE-WR02X12149-Compression-Ring.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS1015726,WR02X12149,Compression Ring   (2) PartSelect #: PS1015726 Manufacturer #: WR02X12149 This compression ring is meant to hold the evaporator fan motor in place in the freezer compartment of your refrigerator. This is is a genuine OEM part. The tools needed to complete this repair are a ... $9.84   In Stock Add to cart,$9.84,No Info
66,Lid Bumper,https://www.partselect.com/PS284979-GE-WR02X10540-Lid-Bumper.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS284979,WR02X10540,"Lid Bumper   (2) PartSelect #: PS284979 Manufacturer #: WR02X10540 The lid bumper or evaporator fan motor bumper in your refrigerator prevents the fan motor from scraping against the side bracket. If your refrigerator/freezer is noisy, the bumper could be worn down o... $10.93   In Stock Add to cart",$10.93,No Info
67,EVAPORATOR FAN BLADE,https://www.partselect.com/PS12730613-GE-WR60X30922-EVAPORATOR-FAN-BLADE.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS12730613,WR60X30922,"EVAPORATOR FAN BLADE   (9) PartSelect #: PS12730613 Manufacturer #: WR60X30922 This evaporator fan blade is for your refrigerator, and it circulates air so that the temperature of the fridge is regulated. This model has 3 blades, and is a little more than 4 inches in diameter. I... $68.05   In Stock Add to cart",$68.05,No Info
68,Evaporator Fan Grommet - Grey,https://www.partselect.com/PS773826-GE-WR02X11331-Evaporator-Fan-Grommet-Grey.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS773826,WR02X11331,Evaporator Fan Grommet - Grey   (4) PartSelect #: PS773826 Manufacturer #: WR02X11331 This is a replacement evaporator fan grommet for your refrigerator. The fan grommet absorbs the vibration from the evaporator fan motor for quiet operation while it runs. If your evaporator fan is unu... $8.06   In Stock Add to cart,$8.06,No Info
69,Set Screw,https://www.partselect.com/PS963200-GE-WR01X10450-Set-Screw.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS963200,WR01X10450,Set Screw   (4) PartSelect #: PS963200 Manufacturer #: WR01X10450 This is a replacement set screw for your refrigerator door. The set screw attaches the door handle to the stud on the refrigerator door. The screw is approximately ¼ of an inch in length and unlike so... $13.04   In Stock Add to cart,$13.04,No Info
70,Drawer Slide Rail - Right Side,https://www.partselect.com/PS306797-GE-WR72X10072-Drawer-Slide-Rail-Right-Side.htm?SourceCode=19&SearchTerm=GFSS2HCYCSS&ModelNum=GFSS2HCYCSS,PS306797,WR72X10072,"Drawer Slide Rail - Right Side   (21) PartSelect #: PS306797 Manufacturer #: WR72X10072 This part is the replacement drawer slide rail for your refrigerator. The crisper draw will slide in and out along this rail. If the rail is damaged or missing, the crisper will either hang from one s... $24.05   In Stock Add to cart",$24.05,No Info
71,Refrigerator Water Filter,https://www.partselect.com/PS3412266-Frigidaire-WF3CB-Refrigerator-Water-Filter.htm?SourceCode=19&SearchTerm=FFHS2611PFEA&ModelNum=FFHS2611PFEA,PS429724,240323001,"Refrigerator Door Bin   (239) PartSelect #: PS429724 Manufacturer #: 240323001 This door bin (Bottom Door Bin, Refrigerator Door Bin, Door Shelf Bin, Refrigerator Door Bin) is a movable bin mounted on the inner door to hold food items, bottles, and jars. Over time, a cold refrig... $29.89   In Stock Add to cart",$29.89,No Info
72,Door Bin,https://www.partselect.com/PS430121-Frigidaire-240356401-Door-Bin.htm?SourceCode=19&SearchTerm=FFHS2611PFEA&ModelNum=FFHS2611PFEA,PS430121,240356401,"Door Bin   (45) PartSelect #: PS430121 Manufacturer #: 240356401 This OEM white door bin is made of white plastic and is easy to install. It is used to hold items in the fridge, and you'll be able to visually see if the part is broken. This part attaches to the fri... $60.89   In Stock Add to cart",$60.89,No Info
73,Refrigerator Ice Maker Assembly,https://www.partselect.com/PS12364147-Frigidaire-241798231-Refrigerator-Ice-Maker-Assembly.htm?SourceCode=19&SearchTerm=FFHS2611PFEA&ModelNum=FFHS2611PFEA,PS12364147,241798231,Refrigerator Ice Maker Assembly   (94) PartSelect #: PS12364147 Manufacturer #: 241798231 This 8-cube ice maker is used to create ice for your refrigerator. The ice maker receives water from the water inlet valve and will freeze until ice cubes are formed. Once the water has been frozen t... 13% OFF $141.49 $162.71   In Stock Add to cart,$141.49,No Info
74,Main Electronic Control Board,https://www.partselect.com/PS2364946-GE-WR55X10942-Main-Electronic-Control-Board.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS2364946,WR55X10942,"Main Electronic Control Board PartSelect #: PS2364946 Manufacturer #: WR55X10942 This electronic board (Main Control Board Assembly, Control Board, Motherboard) controls the temperature and defrost functions of the unit. This control board is located on the back of the refrigerato... $397.88   Special Order Add to cart",$397.88,No Info
75,Union Connector - 5/16 Inch to 5/16 Inch,https://www.partselect.com/PS758446-GE-WR02X11330-Union-Connector-5-16-Inch-to-5-16-Inch.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS758446,WR02X11330,"Union Connector - 5/16 Inch to 5/16 Inch   (10) PartSelect #: PS758446 Manufacturer #: WR02X11330 Quick connector for plastic water line - 5/16"" to 5/16"" $10.48   In Stock Add to cart",$10.48,No Info
76,Run Capacitor,https://www.partselect.com/PS11764031-GE-WR55X24064-Run-Capacitor.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS11764031,WR55X24064,Run Capacitor   (7) PartSelect #: PS11764031 Manufacturer #: WR55X24064 This part helps the compressor kick on and off while maintaining a constant temperature to keep things frozen in your freezer. This part has been updated by the manufacturer and may appear different t... $77.06   In Stock Add to cart,$77.06,No Info
77,Refrigerator Water Filter,https://www.partselect.com/PS951515-GE-GSWF-Refrigerator-Water-Filter.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS951515,GSWF,Refrigerator Water Filter   (14) PartSelect #: PS951515 Manufacturer #: GSWF This OEM filter is sold individually. Change your filter every 6 months for the best results. This filter is found in top-freezer and bottom-freezer refrigerators located in the back upper right corne... $68.02   In Stock Add to cart,$68.02,No Info
78,SWITCH LIGHT FZ,https://www.partselect.com/PS11737034-GE-WR23X21444-SWITCH-LIGHT-FZ.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS11737034,WR23X21444,SWITCH LIGHT FZ   (6) PartSelect #: PS11737034 Manufacturer #: WR23X21444 3 terminal. $13.80   In Stock Add to cart,$13.80,No Info
79,Refrigerator Door Bin - White/Clear,https://www.partselect.com/PS964259-GE-WR17X11606-Refrigerator-Door-Bin-White-Clear.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS964259,WR17X11606,Refrigerator Door Bin - White/Clear   (3) PartSelect #: PS964259 Manufacturer #: WR17X11606 This door shelf bin is a genuine OEM replacement part for your refrigerator door. This clear and white plastic bin holds food items on the door of your fridge. It can become cracked or go missing and ...   No Longer Available,No Info,No Info
80,Lower Pan Frame,https://www.partselect.com/PS963465-GE-WR02X11666-Lower-Pan-Frame.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS963465,WR02X11666,Lower Pan Frame   (4) PartSelect #: PS963465 Manufacturer #: WR02X11666 This is the frame only. The glass NOT included.   No Longer Available,No Info,No Info
81,Crisper Frame Middle Guide Rail,https://www.partselect.com/PS963483-GE-WR02X11684-Crisper-Frame-Middle-Guide-Rail.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS963483,WR02X11684,Crisper Frame Middle Guide Rail   (2) PartSelect #: PS963483 Manufacturer #: WR02X11684   No Longer Available,No Info,No Info
82,Vegetable Pan Cover Glass,https://www.partselect.com/PS966461-GE-WR32X10465-Vegetable-Pan-Cover-Glass.htm?SourceCode=19&SearchTerm=PFS22SISBSS&ModelNum=PFS22SISBSS,PS966461,WR32X10465,Vegetable Pan Cover Glass   (3) PartSelect #: PS966461 Manufacturer #: WR32X10465 This is the glass shelf only. The frame can be ordered separately.   No Longer Available,No Info,No Info
83,BUCKET AUGER,https://www.partselect.com/PS17626595-GE-WR29X43990-BUCKET-AUGER.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS17626595,WR29X43990,"BUCKET AUGER   (229) PartSelect #: PS17626595 Manufacturer #: WR29X43990 The ice bucket auger is located within the ice bucket assembly in your freezer. It stirs and dispenses the ice in the bucket. You may need to replace the auger if your ice maker is noisy, or not dispe... $70.92   In Stock Add to cart",$70.92,No Info
84,Drawer Slide Rail - Right Side,https://www.partselect.com/PS306944-GE-WR72X240-Drawer-Slide-Rail-Right-Side.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS306944,WR72X240,Drawer Slide Rail - Right Side   (66) PartSelect #: PS306944 Manufacturer #: WR72X240 This drawer slide rail is for the right side of your refrigerator. The drawer slide rail attaches horizontally to the refrigerator wall and supports the drawer so it can easily slide in and out. If th... $28.89   In Stock Add to cart,$28.89,No Info
85,WATER VALVE WITH GUARD,https://www.partselect.com/PS16226572-GE-WR57X33326-WATER-VALVE-WITH-GUARD.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS16226572,WR57X33326,"WATER VALVE WITH GUARD   (86) PartSelect #: PS16226572 Manufacturer #: WR57X33326 This water inlet valve (Refrigerator Water Inlet Valve Assembly) supplies water to the ice maker and the water dispenser in your refrigerator. It is located at the back of the fridge, beneath the bott... $88.73   In Stock Add to cart",$88.73,No Info
86,Drawer Slide Rail - Left Side,https://www.partselect.com/PS306943-GE-WR72X239-Drawer-Slide-Rail-Left-Side.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS306943,WR72X239,Drawer Slide Rail - Left Side   (34) PartSelect #: PS306943 Manufacturer #: WR72X239 This is a manufacturer-approved drawer slide rail for your refrigerator. This slide rail is for the left side of the fridge. All you need to complete this repair is a Phillips screwdriver. Remove the ... $29.89   In Stock Add to cart,$29.89,No Info
87,Ice and Water Filter,https://www.partselect.com/PS981638-GE-MWF-Ice-and-Water-Filter.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS981638,MWF,"Ice and Water Filter PartSelect #: PS981638 Manufacturer #: MWF The SmartWater MWF Filter is a new and improved filter that replaces the obsolete GWF filter. The MWF Cartridge reduces more contaminants, and is easier to install. NOTE: If you are replacing the ...   No Longer Available",No Info,No Info
88,Dispenser Door Assembly or Flapper,https://www.partselect.com/PS964304-GE-WR17X11653-Dispenser-Door-Assembly-or-Flapper.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS964304,WR17X11653,"Dispenser Door Assembly or Flapper   (93) PartSelect #: PS964304 Manufacturer #: WR17X11653 This “Dispenser Door Assembly” (Door Recess Assembly, Ice Door Assembly, Dispenser Door, Refrigerator Dispenser Ice Chute Door Kit, Dispenser Door Flap, Ice Chute Door, Flapper) keeps the room air fro... $15.53   In Stock Add to cart",$15.53,No Info
89,Dispenser Door Solenoid Assembly,https://www.partselect.com/PS1483583-GE-WR62X10055-Dispenser-Door-Solenoid-Assembly.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS1483583,WR62X10055,Dispenser Door Solenoid Assembly   (36) PartSelect #: PS1483583 Manufacturer #: WR62X10055 This part is a possible option when ice door won't open or shut properly or when water is not dispensing. $45.89   In Stock Add to cart,$45.89,No Info
90,Defrost Heater and Bracket Assembly,https://www.partselect.com/PS303781-GE-WR51X10055-Defrost-Heater-and-Bracket-Assembly.htm?SourceCode=19&SearchTerm=GSH25JSTASS&ModelNum=GSH25JSTASS,PS303781,WR51X10055,Defrost Heater and Bracket Assembly   (38) PartSelect #: PS303781 Manufacturer #: WR51X10055 The defrost heater keeps the cooling coils from frosting over. The heater will get hot and melt any ice or frost build up around the coils. $106.11   In Stock Add to cart,$106.11,No Info
91,Whirlpool EveryDrop3 Refrigerator Water Filter,https://www.partselect.com/PS11722128-Whirlpool-EDR3RXD1-Whirlpool-EveryDrop3-Refrigerator-Water-Filter.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS11722128,EDR3RXD1,"Whirlpool EveryDrop3 Refrigerator Water Filter   (114) PartSelect #: PS11722128 Manufacturer #: EDR3RXD1 This EveryDrop Filter3 is certified to reduce the most contaminants with Triple Filtration Technology. Now, you and your family can enjoy the enriching benefits of cleaner, freshly filtered ice & wate... $83.93   In Stock Add to cart",$83.93,No Info
92,Ice Maker Assembly - 8 Cube,https://www.partselect.com/PS869316-Whirlpool-2198597-Ice-Maker-Assembly-8-Cube.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS869316,2198597,"Ice Maker Assembly - 8 Cube   (111) PartSelect #: PS869316 Manufacturer #: 2198597 This Ice Maker (Icemaker Assembly, Complete Icemaker Assembly, Ice Maker Assembly, Refrigerator Ice Maker) can be used with 25-27 cubic feet refrigerators that have a vertical auger dispenser located ... 20% OFF $115.89 $144.95   In Stock Add to cart",$115.89,No Info
93,Icemaker Control Assembly,https://www.partselect.com/PS2341896-Whirlpool-W10190935-Icemaker-Control-Assembly.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS2341896,W10190935,"Icemaker Control Assembly   (31) PartSelect #: PS2341896 Manufacturer #: W10190935 The “Icemaker Control Assembly” (Module & Motor Assembly, Ice Maker Control Module, Icemaker Module, Refrigerator Ice Maker Module) is what controls the actions of your ice maker. The control turns th... $118.09   In Stock Add to cart",$118.09,No Info
94,Ice Guide,https://www.partselect.com/PS11739026-Whirlpool-WP2180224-Ice-Guide.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS11739026,WP2180224,Ice Guide   (62) PartSelect #: PS11739026 Manufacturer #: WP2180224 This is a refrigerator ice guide that is made entirely of clear plastic. This ice guide is located in the freezer door. Turn your refrigerator ice dispenser off before replacing the part. This is a si... $19.40   In Stock Add to cart,$19.40,No Info
95,Water Filter Cap - Black,https://www.partselect.com/PS11739970-Whirlpool-WP2260518B-Water-Filter-Cap-Black.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS11739970,WP2260518B,Water Filter Cap - Black   (72) PartSelect #: PS11739970 Manufacturer #: WP2260518B This black cap covers the water filter. $23.72   In Stock Add to cart,$23.72,No Info
96,Light Bulb - 120V 25W,https://www.partselect.com/PS11747806-Whirlpool-WPA3073101-Light-Bulb-120V-25W.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS11747806,WPA3073101,"Light Bulb - 120V 25W   (10) PartSelect #: PS11747806 Manufacturer #: WPA3073101 This light bulb is a 120 volt, 25 watt incandescent appliance light bulb with a small base screw-in that fits in a variety of appliances such as microwaves, refrigerators, freezers, cooktops, or stove... $17.04   In Stock Add to cart",$17.04,No Info
97,Refrigerator Dispenser Overflow Grille,https://www.partselect.com/PS11739623-Whirlpool-WP2206670B-Refrigerator-Dispenser-Overflow-Grille.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS11739623,WP2206670B,Refrigerator Dispenser Overflow Grille   (25) PartSelect #: PS11739623 Manufacturer #: WP2206670B This grille is located on the bottom of the ice/water dispenser to catch the overflow. (Black) $42.67   In Stock Add to cart,$42.67,No Info
98,Ice Door Kit,https://www.partselect.com/PS11723180-Whirlpool-W10823377-Ice-Door-Kit.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS11723180,W10823377,"Ice Door Kit   (44) PartSelect #: PS11723180 Manufacturer #: W10823377 In this kit you will find the support, the ice door, spring, and delay. The heater ribbon is no longer needed and therefore will not be included with this part. This kit works in the dispenser chute t...   No Longer Available",No Info,No Info
99,CNTRL-ELEC,https://www.partselect.com/PS16875489-Whirlpool-W11629974-CNTRL-ELEC.htm?SourceCode=19&SearchTerm=KSCS25INSS00&ModelNum=KSCS25INSS00,PS16875489,W11629974,"CNTRL-ELEC   (14) PartSelect #: PS16875489 Manufacturer #: W11629974 This set of two electronic control boards contains both the emitter and the receiver. These boards tells the icemaker when it's full and that it has to dump the ice, and it also tells the icemaker whe... $379.56   In Stock Add to cart",$379.56,No Info
100,Evaporator Fan Motor,https://www.partselect.com/PS12741350-GE-WR60X31522-Evaporator-Fan-Motor.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS12741350,WR60X31522,"Evaporator Fan Motor   (151) PartSelect #: PS12741350 Manufacturer #: WR60X31522 This 115-volt 60Hz evaporator fan motor is located in the back of the freezer and circulates air over the refrigerator coils. These coils will convert the heat into cool air, which is then circulated.... $70.13   In Stock Add to cart",$70.13,No Info
101,Evaporator Fan Grommet - Red,https://www.partselect.com/PS963756-GE-WR02X12008-Evaporator-Fan-Grommet-Red.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS963756,WR02X12008,"Evaporator Fan Grommet - Red   (26) PartSelect #: PS963756 Manufacturer #: WR02X12008 If you notice that your refrigerator or freezer is noisy or too warm, you may need to replace the evaporator fan grommet. This part is red in color, and is about 1 inch in diameter. The evaporator fan... $13.16   In Stock Add to cart",$13.16,No Info
102,Door Shelf Bar,https://www.partselect.com/PS964507-GE-WR17X11889-Door-Shelf-Bar.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS964507,WR17X11889,"Door Shelf Bar   (84) PartSelect #: PS964507 Manufacturer #: WR17X11889 This door shelf is a replacement part for your refrigerator. It is very easy to install and requires no tools. Simply pull out the existing shelf bar and snap the new one into place, making sure the l... $30.10   In Stock Add to cart",$30.10,No Info
103,Refrigerator Freezer Door Handle Kit - White,https://www.partselect.com/PS9864030-GE-WR12X22148-Refrigerator-Freezer-Door-Handle-Kit-White.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS9864030,WR12X22148,Refrigerator Freezer Door Handle Kit - White   (83) PartSelect #: PS9864030 Manufacturer #: WR12X22148 This door handle kit includes handles for both the refrigerator and freezer. It also includes a plug for the handle. These handles make it easy for you to open and close your appliance door. If they a... $84.54   In Stock Add to cart,$84.54,No Info
104,Door Shelf Bar,https://www.partselect.com/PS1015918-GE-WR17X11890-Door-Shelf-Bar.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS1015918,WR17X11890,"Door Shelf Bar   (39) PartSelect #: PS1015918 Manufacturer #: WR17X11890 This part is the door fixed shelf, also known as the door shelf bar, and it is built for your refrigerator. It allows food and beverages items to stay in the door shelf. It is made of white plastic. I... $15.12   In Stock Add to cart",$15.12,No Info
105,Vegetable Drawer Shelf Frame,https://www.partselect.com/PS964313-GE-WR17X11662-Vegetable-Drawer-Shelf-Frame.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS964313,WR17X11662,Vegetable Drawer Shelf Frame   (68) PartSelect #: PS964313 Manufacturer #: WR17X11662 Frame only. Glass NOT included. $80.85   In Stock Add to cart,$80.85,No Info
106,Evaporator/Condensor Fan Grommet,https://www.partselect.com/PS284555-GE-WR02X10098-Evaporator-Condensor-Fan-Grommet.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS284555,WR02X10098,"Evaporator/Condensor Fan Grommet   (14) PartSelect #: PS284555 Manufacturer #: WR02X10098 This evaporator fan motor grommet, or condenser fan grommet is built for refrigerators. It provides a cushion between the fan motor and the motor mounting bracket. It is made or round, black plastic a... $11.55   In Stock Add to cart",$11.55,No Info
107,Evaporator Fan Blade,https://www.partselect.com/PS1018129-GE-WR60X10204-Evaporator-Fan-Blade.htm?SourceCode=19&SearchTerm=GTH18GBDCRWW&ModelNum=GTH18GBDCRWW,PS1018129,WR60X10204,Evaporator Fan Blade   (8) PartSelect #: PS1018129 Manufacturer #: WR60X10204 This blade attaches to the evaporator motor. $17.00   In Stock Add to cart,$17.00,No Info
108,Refrigerator Ice and Water Filter,https://www.partselect.com/PS8746144-GE-MWFP-Refrigerator-Ice-and-Water-Filter.htm?SourceCode=19&SearchTerm=GSL25JFPABS&ModelNum=GSL25JFPABS,PS8746144,MWFP,Refrigerator Ice and Water Filter   (82) PartSelect #: PS8746144 Manufacturer #: MWFP This OEM ice and water filter fits side-by-side and bottom-freezer GE models. The most common reason you would need to change this part is if you have never updated your model and it is no longer filt... $68.83   In Stock Add to cart,$68.83,No Info
109,DOOR DAIRY,https://www.partselect.com/PS16619589-GE-WR71X38317-DOOR-DAIRY.htm?SourceCode=19&SearchTerm=GSL25JFPABS&ModelNum=GSL25JFPABS,PS16619589,WR71X38317,DOOR DAIRY   (77) PartSelect #: PS16619589 Manufacturer #: WR71X38317 This is the replacement dairy door for a refrigerator. It is installed on the inner door and rotates up and down to allow access to the dairy compartment. It is made of clear plastic. If your dairy do... $20.59   In Stock Add to cart,$20.59,No Info
110,Refrigerator Water Filter,https://www.partselect.com/PS12724833-LG-AGF80300702-Refrigerator-Water-Filter.htm?SourceCode=19&SearchTerm=LFX28968ST&ModelNum=LFX28968ST,PS3529268,6600JB1010A,"Refrigerator Door Switch   (97) PartSelect #: PS3529268 Manufacturer #: 6600JB1010A The interior light in your refrigerator is controlled by a switch that is activated when the door is opened and closed. If your refrigerator light will not turn on, or stays on when the door is closed... $31.42   In Stock Add to cart",$31.42,No Info
111,Door Basket,https://www.partselect.com/PS7786020-LG-AAP73631502-Door-Basket.htm?SourceCode=19&SearchTerm=LFX28968ST&ModelNum=LFX28968ST,PS12724833,AGF80300702,Refrigerator Water Filter   (21) PartSelect #: PS12724833 Manufacturer #: AGF80300702 This refrigerator water filter replacement is for 2010 LG refrigerators that have either forward French doors or are the four-door dispensing models. This filter is designed to minimize impurities tha... $79.97   In Stock Add to cart,$36.89,No Info
112,"PLATE ASSEMBLY,FRONT",https://www.partselect.com/PS12374439-LG-AGU75188619-PLATE-ASSEMBLY-FRONT.htm?SourceCode=19&SearchTerm=LFX28968ST&ModelNum=LFX28968ST,PS7786020,AAP73631502,Door Basket   (30) PartSelect #: PS7786020 Manufacturer #: AAP73631502 This door bin is for refrigerators. This part attaches to the inside of the refrigerator door and typically holds jars and bottles. 20% OFF $36.89 $46.11   In Stock Add to cart,$36.89,No Info
113,Handle Screw,https://www.partselect.com/PS8752913-LG-MJB63190001-Handle-Screw.htm?SourceCode=19&SearchTerm=LFX28968ST&ModelNum=LFX28968ST,PS12374439,AGU75188619,"PLATE ASSEMBLY,FRONT   (99) PartSelect #: PS12374439 Manufacturer #: AGU75188619 This is a replacement mullion rail for your French door-style refrigerator. You will typically find the mullion rail on the left side refrigerator door. The mullion rail helps to keep the refrigerator... $144.88   In Stock Add to cart",$144.88,No Info
114,Plastic Tube - 5/16 Inch,https://www.partselect.com/PS3536013-LG-MJU62070602-Plastic-Tube-5-16-Inch.htm?SourceCode=19&SearchTerm=LFX28968ST&ModelNum=LFX28968ST,PS3536013,MJU62070602,"Plastic Tube - 5/16 Inch   (24) PartSelect #: PS3536013 Manufacturer #: MJU62070602 This water tube, or plastic tube, is used in refrigerators and freezers. The tube ensures water is directed to parts of the refrigerator that need it, such as the water dispenser and ice maker. If you... $16.85   In Stock Add to cart",$16.85,No Info
